Im_paths,steering
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_11_0.jpg,-1.84515774250031
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_12_1.jpg,-0.845157742500305
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_12_2.jpg,-0.845157742500305
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_12_3.jpg,-0.845157742500305
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_13_4.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_13_5.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_13_6.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_14_7.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_14_8.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_15_9.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_15_10.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_15_11.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_16_12.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_16_13.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_16_14.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_17_15.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_17_16.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_18_17.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_18_18.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_18_19.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_19_20.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_19_21.jpg,0.154842257499695
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_20_22.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_20_23.jpg,1.15484225749969
/home/ashraf/Documents/BFMC_Simulator/startup_workspace/DataSet/IMG/img_2021_03_12-12_52_20_24.jpg,1.15484225749969
